0,1,2,3,4,5,6,7,8,9,10,11,12
"December 03, 1945",1330,"Near Rochefort , France",Military -Royal Air Force,?,"India - Cambridge, England",Consolidated LB-30A Liberator,KH125,?,28   (passengers:23  crew:5),28   (passengers:23  crew:5),0,Crashed in severe turbulence in thunderstorms after losing the right wing and breaking up.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"December 05, 1945",2000,Off the Florida coast,Military - U.S. Navy,19,?,Five Grumman TBM Avengers,?,?,14   (passengers:0  crew:14),14   (passengers:0  crew:14),0,"The five aircraft, (23307) (73209) (46325) (46094) (45714), flying out of the U.S. Naval Air Station at Fort Lauderdale, on a training mission,  became lost, ran out of fuel and crashed into the Atlantic Ocean.  No trace of the planes were ever found. This was the incident that began the ""Bermuda Triangle"" legend."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"December 05, 1945",1950,"Off Smyrna, Bahamas",Military - U.S. Navy,?,Patrol,Martin PBM Mariner,59225,?,13   (passengers:0  crew:13),13   (passengers:0  crew:13),0,"Twenty minutes after taking off, while cruising at low height, the aircraft went out of control and crashed in an explosion into the Sargasso Sea,  The crew may have lost their situational awareness or suffered a spatial disorientation and lost control of the aircraft while flying by night over the sea, without any ground visual references."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"December 08, 1945",0113,"Near Billings, Montana",Military - U.S. Army,?,Minneapolis - Fargo - Billings,Douglas C-47,45-0922,16925/34183,21   (passengers:19  crew:2),17   (passengers:15  crew:2),0,Crashed into a field after hitting trees while attempting to land in a snowstorm.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"December 18, 1945",1010,"Voksenkollen, Norway",Military - Royal Air Force,?,Down Ampney - Copenhagen - Oslo,Douglas C-47B,KN413,16090/32838,17   (passengers:13  crew:4),17   (passengers:13  crew:4),0,Flew into the side of a hill after icing caused loss of power while attempting to land.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"December 25, 1945",1930,"Bangui, French Equatorial Africa",Air France,?,Paris - NDjamena - Bangui - Antananarivo,Lockheed 18 Lodestar,F-BALV,2380,8   (passengers:5  crew:3),8   (passengers:5  crew:3),0,The aircraft went out of control and crashed in a wooded area located about 60 km west of Bangui Airport.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"December 25, 1945",?,"Near Dudinka, Russia",Polyarnya Aviatsiya,?,?,Douglas DC-3,?,?,10   (passengers:6  crew:4),10   (passengers:6  crew:4),0,Crashed 50 miles northwest of Norilsk after catching fire in the air.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"December 30, 1945",2113,"New York City, New York",Eastern Air Lines,14,Philadelphia - New York City,Douglas DC-3,NC18l23,1999,12   (passengers:9  crew:3),1   (passengers:1  crew:0),0,"The pilot, in the belief that he was encountering engine trouble, attempted a landing despite a landing approach which was too high and too fast. Initial contact with the runway was made at a point which provided insufficient room for a landing roll and at an airspeed considerable in excess of normal. The pilot was unable to bring the aircraft to a stop in time to avoid overshooting the runway. The decision of the pilot in attempting a landing from an approach which was too high and too fast."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"January 06, 1946",03:59,"Birmingham, Alabama",Pennsylvania Central Airlines,105,"New York City - Birmingham, AL",Douglas DC-3,N21786,4131,11   (passengers:7  crew:4),3   (passengers:0  crew:3),0,"In worsening weather conditions, the plane landed fast and high while making an instrument approach to Birmingham, overran the runway, crashed through the barrier fence and into a creek. The action of the pilot in committing himself to a landing from an approach which was too high and too fast."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"January 09, 1946",?,"Changchun, China",Military - Chinese Air Force,?,?,Douglas C-47,?,?,18   (passengers:?  crew:?),18   (passengers:?  crew:?),0,?
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"January 14, 1946",?,"Near Netrubezh, Russia",Aeroflot,?,"Kharkov, Ukraine - Moscow",Lisunov Li-2,SSSR-4150,?,22   (passengers:17  crew:5),22   (passengers:17  crew:5),0,Experienced severe icing resulting in buffeting and structural failure.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"January 15, 1946",18:25,"Marseilles, France",Military -Royal Air Force,?,?,Douglas C-47 Dakota,KN557,33171,25   (passengers:21  crew:4),23   (passengers:19  crew:4),0,Crashed into a mountainside in a snowstorm.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"January 18, 1946",11:03,"Cheshire, Connecticut",Eastern Air Lines,16B,New York - Boston,Douglas DC-3-201E,NC19970,3254,17   (passengers:14  crew:3),17   (passengers:14  crew:3),0,"The aircraft lost control and spiraled into the ground after the No. 1 engine caught on fire and the left wing separated from the aircraft. The fire, caused by the failure of a fuel line or fuel line connection, led to failure of the left wing."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"January 19, 1946",?,"Crowsnest Pass, Alberta, Canada",Mililtary - Royal Canadian Air Force,?,"Comox, BC - Greenwood,NS",Douglas DC-3 Dakota,?,?,7   (passengers:0  crew:7),7   (passengers:0  crew:7),0,Collided with Mt. Ptolemy while en route.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"January 30, 1946",?,"Near Le Mans, France",Military - Royal Air Force,?,?,Douglas C-47B,KN500,16277/33025,11   (passengers:?  crew:?),11   (passengers:?  crew:?),0,?
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"January 31, 1946",02:47,"Mt. Elk, Wyoming",United Air Lines,14,Boise - Denver,Douglas DC-3-194H,NC25675,2147,21   (passengers:18  crew:3),21   (passengers:18  crew:3),0,"The aircraft crashed into Elk Mountain after the crew made an unauthorized deviation from the prescribed route at an altitude insufficient to assure adequate clearance over Elk Mountain. Flight had originally filed for 13,000 ft.  But later amended the flight plan to 11,000 ft. Elk Mountain is 11,152 ft. MSL."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"February 05, 1946",?,"Negros, Philippines",Military - U.S. Army Air Forces,?,Iloilo - Cebu,Douglas C-47,?,?,20   (passengers:16  crew:4),20   (passengers:16  crew:4),0,Crashed into mountainous terrain while en route.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"February 21, 1946",?,"Charlottetown, PE, Canada",British Overseas Airways,?,?,Consolidated 32-2 Liberator II,G-AGEM,26,14   (passengers:?  crew:?),1   (passengers:?  crew:?),0,Crashed while attempting to land. Icing.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 03, 1946",08:12,"Live Oak Springs, California",American Airlines,6-103,Dallas - Tucon - San Diego,Douglas DC-3-227B,NC21799,2203,27   (passengers:24  crew:3),27   (passengers:24  crew:3),0,"While on approach to San Diego, the aircraft flew into Tierra Blanca Mountain at an altitude of 4,500 feet in fog, exploded and burned. The crew descended into instrument conditions to an altitude below that required to maintain clearance over Thing Mountain. The reason for the descent was not determined."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 05, 1946",17:00,"Near Prague, Czechoslovakia",Ceskoslovenske Aerolinie,?,Paris - Prauge,Junkers JU-52/3m,OK-ZDN,?,15   (passengers:11  crew:4),12   (passengers:10  crew:2),0,Crashed and burned while approaching Ruzyne Aerodome to land after experiencing engine problems.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 10, 1946",20:55,"Off Hobart, Tasmania",Australian National Airways,?,Hobart - Melbourne,Douglas DC-3 (C-47DL),VH-AET,6013,25   (passengers:21  crew:4),25   (passengers:21  crew:4),0,The aircraft crashed 10 mins after takeoff from Hobart. Inadvertent engagement of the autopilot instead of the fuel crossfeed.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 17, 1946",?,"Near Nanking, China",Military - Chinese Air Force,?,Shanghai - Nanking,?,?,?,20   (passengers:?  crew:?),20   (passengers:?  crew:?),0,Crashed into mountainous terrain in low visibility while en route.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 18, 1946",?,"Between Chungking and Shanghai, China",China National Aviation Corporation,?,Chunking - Shanghai,?,139,?,?   (passengers:?  crew:?),?   (passengers:?  crew:?),?,Disappeared while en route. Plane never located.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 19, 1946",11:45,"Hobart Mills, California",Military - U.S. Army Air Forces,?,"Stockton, CA - Ogden, UT",Douglas C-47B,45-1085,?,26   (passengers:23  crew:3),26   (passengers:23  crew:3),0,The aircraft lost its right wing and disintegrated over Donner Summit for reasons unknown.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 23, 1946",?,"Off Ceylon, Cocos Islands, Indian Ocean",British Overseas Airways /Qantas,?,Karachi - Australia,Avro 691 Lancastrian 1,G-AGLX,1178,10   (passengers:5  crew:5),10   (passengers:5  crew:5),0,Disappeared between Ceylon and the Cocos Islands while en route. Aircraft owned by BOAC and operated by both airlines on Sydney-London services (BOAC crews operated London-Karachi and Qantas crews Karachi-Sydney).
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"April 01, 1946",10:00,"near Craigavad, Northern Ireland",Railway Air Services Ltd.,?,Liverpool - Belfast,de Hvilland 89A Dragon Rapide,G-AERZ,?,6   (passengers:4  crew:2),6   (passengers:4  crew:2),0,Crashed 5 miles north northeast of belfast while attempting to land in advese weather. Pilot error. The pilot failed to maintain a course necessary to avoid higher terrain.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"April 05, 1946",c 11:15,"Rabat, Malta",Military - Royal British Navy,?,?,Vickers Wellington bomber,HE-274,?,4   (passengers:0  crew:4),4   (passengers:0  crew:4),16,"The Wellington was engaged in exercises with a Spitfire fighter. The fighter was using the Wellington as a dummy target and the Wellington was to take evasive action. When the bomber was between 4,000 and 5,000 feet altitude, it turned to port and started diving at 20 degrees. It kept on loosing altitude till it crashed into houses in the center of Rabat. No distress signal was transmitted to either the fighter pilot or ground control.  The probable cause of the accident was leakage of hydraulic fluid which somehow heated and released fumes in the cockpit rendering the crew unconcious."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"April 08, 1946",?,"Near Shensi, China",?,?,Shensi - Yenan,?,?,?,14   (passengers:11  crew:3),14   (passengers:11  crew:3),0,?
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"April 22, 1946",?,"La Liberiad, Nicaragua",TACA,?,La Liberiad - Managua,Lockheed 14 Super Electra,AN-ACC,?,21   (passengers:18  crew:3),20   (passengers:17  crew:3),0,Crashed on takeoff.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"April 30, 1946",?,"Pindi-Khut ,India",Military - Royal Air Force,?,?,Douglas C-47A,FZ559,12094,12   (passengers:?  crew:?),12   (passengers:?  crew:?),0,Broke up in midair and crashed.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"May 10, 1946",?,"Munson, Florida",Military U.S. Navy / Military - U.S. Navy,?,?,PBY4-2 Privateer / PB4Y-2 Privateer,?,?,28   (passengers:?  crew:?),28   (passengers:?  crew:?),0,Collided in midair while a fighter made practice diving maneuvers on the formation.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"May 16, 1946",c 01:00,"Richmond, Virginia",Viking Air Transport,?,Richmond - Atlanta,Douglas DC-3,NC53218,19626,27   (passengers:25  crew:2),27   (passengers:25  crew:2),0,"Engine trouble after takeoff forced the crew to return to Richmond. While the crew was attempting to land a second time, an engine was shut down because it was running rough. The pilot apparently shut down the wrong engine. The plane stalled and crashed to earth, nose first. Inability of the crew to maintain adequate control of the aircraft to effect an emergency single-engine instrument approach under adverse weather conditions."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"May 22, 1946",13:00,"Oslo, Norway",DNL Norwegian Air Lines,?,Oslo - Stockholm,Junkers JU-52/3m,LN-LAB,6048,14   (passengers:11  crew:3),13   (passengers:10  crew:3),0,Crashed into Oslo Fjord shortly after takeoff. Engine trouble forced the plane back but it stalled and crashed into trees and a house.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"June 01, 1946",07:40,"Off Amalfi, Italy",Military - U.S. Army Air Forces,?,Cairo - Rome,Douglas C-54-DO (DC-4),44-9078,27304,38   (passengers:30  crew:8),30   (passengers:26  crew:4),0,"A fire of undetermined origin erupted in the cockpit. The crew  was unable to control the smoke and flames, lost control and the aircraft and crashed. Eight aboard parachuted to safety."
